ageSmoke,age,smokingUse,expenditure
20,67,3.828641396,509.82
16,80,4.007333185,868.91
17,24,-0.916290732,1274.6
27,31,1.609437912,356
13,23,2.397895273,5585.48
15,32,2.602689685,252
19,70,3.258096538,853.99
20,67,4.248495242,31597.36
30,68,-0.105360516,226
14,32,2.944438979,25
15,73,4.700480366,1649.59
21,62,3.044522438,1429.69
15,31,3.238678452,42.19
20,30,2.803360381,2077.45
20,62,3.583518938,30
20,30,0.182321557,66
29,41,1.871802177,79
18,62,4.477336814,319
17,77,4.110873864,701.58
19,51,3.496507561,1014
17,60,4.477336814,2663.78
22,75,1.945910149,4110.73
16,35,2.995732274,67.5
17,35,2.656756907,676.67
19,36,2.890371758,222
19,34,2.564949357,297.95
19,61,3.091042453,158
18,56,0.875468737,323
31,41,2.197224577,645.57
10,42,4.59511985,145
13,33,2.197224577,36
18,33,2.772588722,585
21,30,2.862200881,6408.15
15,40,3.663561646,133
15,52,4.33073334,17697.9
16,47,3.871201011,14064.27
20,75,4.584967479,46161.93
18,68,3.64414356,8.5
18,56,3.663561646,2395.8
18,52,3.555348061,36093.56
12,77,3.678829118,579.31
20,84,4.521788577,1409.07
18,46,3.33220451,259
20,46,2.197224577,453
16,26,2.397895273,730.64
18,26,2.602689685,491.76
15,46,3.433987204,1077
18,84,3.449987546,677.45
19,35,2.079441542,414.19
16,28,3.124565145,8567.41
16,20,2.014903021,4085.53
25,72,-0.105360516,35
14,37,3.401197382,66
19,25,1.945910149,3851.56
9,32,3.17805383,6098.95
21,43,3.135494216,160
10,20,2.014903021,4133.03
16,38,3.540959324,1251
16,46,3.433987204,864
18,34,1.252762968,259.79
15,40,3.258096538,2047.54
15,27,2.564949357,98
16,30,2.014903021,369.68
16,54,3.663561646,278.09
16,50,0.693147181,413.49
18,42,2.708050201,321.49
18,42,3.496507561,1089
19,54,0.182321557,184.99
16,34,1.280933845,278.37
16,35,2.302585093,1260.38
18,30,1.178654996,1215.5
17,50,3.496507561,315.64
20,46,3.295836866,6692.9
18,84,2.509599262,18
18,60,3.044522438,915.99
18,75,3.951243719,1063.48
25,73,3.850147602,468.3
16,34,1.504077397,276.93
25,65,4.406719247,231
25,65,3.713572067,6372.51
17,34,1.252762968,538.45
12,62,4.069026754,627.98
17,38,2.433613355,429.86
18,38,3.449987546,592.82
20,64,3.80666249,9218.99
17,44,4.025351691,198.5
13,38,3.258096538,30.5
15,34,2.995732274,75
23,42,3.401197382,634.89
20,84,3.540959324,411.45
21,25,0.916290732,256.33
20,22,-0.287682072,2546.59
12,31,2.995732274,12
19,40,2.397895273,57
17,66,3.912023005,15523.72
17,40,1.568615918,31.95
23,62,2.803360381,21
15,63,3.891820298,110
23,46,2.890371758,230.6
18,19,0.693147181,298.09
25,30,1.504077397,871.98
16,44,3.36729583,312.5
17,34,2.890371758,1853.5
15,60,3.828641396,3894.99
15,67,4.521788577,2632.64
18,69,4.17438727,9322.29
15,53,3.663561646,54
29,37,2.197224577,312.52
16,80,4.17438727,972.25
19,51,3.496507561,1546.95
19,54,3.583518938,92.5
20,76,1.360976553,986.11
16,72,0.916290732,491.98
20,64,3.984343667,3257
10,22,-0.597837001,68573.76
21,52,3.465735903,20
18,43,-0.798507696,2492.92
16,48,3.496507561,108
18,51,4.219507705,95.9
25,73,3.198673118,5329.63
18,26,1.609437912,131.39
30,79,2.2300144,246.24
18,78,3.258096538,1765.35
17,57,3.713572067,1414.04
14,66,3.054001182,1352.68
18,61,4.069026754,13951.46
16,75,3.871201011,255.65
16,55,4.356708827,1410.1
15,63,3.349904087,22749.49
16,26,2.1102132,438
20,61,3.044522438,318.9
40,79,2.351375257,5250.72
22,25,0.693147181,44.14
19,70,2.901421594,41.12
45,62,1.504077397,8941.79
17,29,1.871802177,25
15,38,2.442347035,129.86
18,40,0.832909123,379.77
20,48,0.371563556,403.26
20,61,3.526360525,564
20,53,0,174
17,42,1.648658626,65
20,67,4.276666119,184.1
19,36,2.602689685,50.4
22,67,3.091042453,699.62
25,47,2.442347035,195
18,38,1.840549633,97.04
17,63,3.238678452,237.19
19,33,1.32175584,366.02
18,32,0.405465108,31
15,33,1.558144618,10
35,82,1.386294361,1267.55
17,64,3.583518938,838.28
18,32,0.810930216,67
18,33,1.386294361,152.8
40,54,0.405465108,487.47
22,31,0.405465108,42
20,61,3.737669618,147.02
15,36,1.871802177,113
10,47,3.349904087,214
18,82,1.686398954,678.69
17,22,-0.510825624,112.68
23,44,2.041220329,3832
16,44,2.890371758,485.24
21,61,4.304065093,165.12
15,50,3.583518938,411
18,22,0.916290732,287.88
16,43,3.33220451,150.39
16,26,2.397895273,2471.41
15,71,2.302585093,2316.08
20,33,-0.356674944,37
25,77,3.970291914,438.16
38,44,1.252762968,31.52
17,31,1.098612289,272
15,48,4.219507705,144
16,44,3.926911618,491
15,45,-0.693147181,285
20,34,3.481240089,38
28,63,3.583518938,214.45
21,56,3.583518938,285.75
16,46,3.481240089,2127.13
18,59,2.862200881,1104.31
23,73,3.931825633,276.19
25,67,3.761200116,446.01
17,28,1.568615918,2645.97
17,37,3.044522438,66
19,37,2.944438979,240
15,34,2.079441542,53
17,40,3.17805383,190.85
16,30,1.504077397,34
17,31,2.014903021,331.95
16,26,1.704748092,776
18,22,1.749199855,416
15,68,3.19047635,775.97
18,58,2.797281335,988.1
20,33,0.741937345,625.62
12,80,4.639571613,16909.68
10,68,4.300680995,651.29
16,32,2.197224577,4991.31
16,27,2.48490665,245
22,47,3.951243719,861.5
18,31,3.044522438,1660.82
18,56,3.152736022,1165.18
18,44,3.295836866,41.9
19,26,1.791759469,1429.5
19,29,2.397895273,100.95
19,40,1.887069649,11
16,27,-0.223143551,47
20,54,3.555348061,148.4
16,34,1.558144618,234
20,63,3.784189634,1166.91
40,84,2.197224577,400.55
18,59,3.737669618,1203.45
16,64,2.833213344,44.25
9,58,4.605170186,5234.57
20,47,3.044522438,1787.85
16,27,1.435084525,109.97
18,28,1.599387577,55.1
20,27,1.481604541,270.23
17,49,2.803360381,435.71
18,60,3.761200116,177.95
20,24,-0.693147181,588.9
27,79,3.27336401,1279.96
18,67,4.584967479,10268.46
25,72,1.131402111,2102.87
15,22,2.079441542,472
28,31,1.386294361,358.67
27,28,-0.105360516,596.5
13,26,3.044522438,321.6
16,26,2.397895273,148.48
18,26,0.470003629,214
13,48,2.890371758,215
30,43,2.63905733,100
16,60,4.189654742,1218.69
18,27,2.302585093,58.24
17,33,2.833213344,203.3
18,66,2.197224577,1387.56
20,27,-0.223143551,658.51
13,26,1.386294361,171
18,38,2.351375257,7213.64
19,76,3.526360525,11797.01
18,31,3.198673118,150
17,40,1.568615918,440
16,38,-0.356674944,20
15,32,3.113515309,168.76
17,42,2.970414466,53
12,60,4.65396035,672.05
14,50,2.277267285,112.16
21,51,1.609437912,397.1
19,38,2.397895273,823.54
12,43,3.465735903,557.24
16,63,-0.510825624,12293.48
10,63,2.379546134,23814
16,38,3.135494216,320
18,46,1.064710737,280.45
16,48,0.500775288,6303.25
30,57,1.686398954,16007.76
16,73,4.266194819,818.02
16,32,2.277267285,14284.93
16,46,3.210843653,41578.07
20,58,2.079441542,318.93
16,34,2.944438979,120
14,65,3.951243719,80.95
17,63,2.995732274,214.96
21,40,2.302585093,348
18,47,2.995732274,61
19,41,2.847812143,354.61
21,35,1.871802177,355.46
16,40,2.995732274,1556
16,47,4.029806041,1339.19
20,34,0.405465108,380
17,31,2.708050201,4980.99
16,30,0.916290732,289
20,30,1.704748092,107
39,69,2.2300144,1104.88
20,43,3.17805383,6424.75
16,35,3.17805383,367.88
14,26,1.178654996,147
22,32,1.704748092,1296.78
14,51,2.944438979,9228.9
18,72,3.314186005,155.42
16,67,3.044522438,386.73
14,41,-0.597837001,234.41
20,68,3.496507561,311.94
18,63,3.496507561,782.03
16,59,3.496507561,3944.54
31,55,1.609437912,719.45
14,66,4.521788577,495.67
18,36,2.944438979,326.5
16,34,2.944438979,188.99
20,23,1.386294361,179
18,58,3.713572067,8175.74
20,48,3.772760938,80.7
20,22,-0.287682072,39
18,42,3.218875825,152.19
22,25,-0.916290732,92
15,56,3.737669618,13951.63
17,58,3.044522438,205
21,64,3.784189634,250
22,79,3.36729583,4135.94
35,58,0.09531018,64687.13
16,25,2.014903021,90
12,23,1.791759469,45
18,25,0.336472237,13741.82
16,27,2.197224577,145.98
17,51,3.17805383,62
15,40,1.871802177,411.1
13,48,3.583518938,165.09
12,30,3.16758253,5765.69
18,69,3.951243719,722.57
26,70,3.518980417,753.31
19,26,0.470003629,470.98
12,75,1.504077397,1776.71
18,73,3.17805383,500.07
18,77,0.693147181,1208.34
17,69,3.737669618,445.5
27,62,3.919991175,416.87
28,31,2.079441542,11684.28
15,45,4.127134385,90
22,37,2.995732274,150.16
19,22,0.693147181,2305.5
12,23,1.791759469,691.09
16,48,3.208825489,184.76
18,47,2.970414466,40.86
14,31,2.890371758,814.47
19,28,1.609437912,301.84
16,66,3.931825633,180
20,71,3.951243719,247.1
18,30,2.054123734,95
17,33,2.708050201,6462.09
17,34,2.533696814,166
15,19,2.302585093,361.28
18,22,1.32175584,382
42,86,3.855452654,1698.23
9,50,2.351375257,157
15,27,1.766441661,390
15,27,0.262364264,275.07
10,56,4.543294782,1083.89
20,73,3.295836866,2312.27
17,57,3.713572067,922.75
19,60,3.610917913,340.43
21,29,2.246014742,128
17,29,0.336472237,130.3
15,26,1.791759469,191.14
16,32,0.530628251,1518.05
16,33,2.985681938,7622.25
17,42,2.747270914,414.93
16,41,0,5358.13
30,39,2.014903021,57.67
16,55,3.518980417,171.83
28,35,1.16315081,2881.57
18,27,1.609437912,422.75
34,37,1.791759469,44.5
17,30,1.945910149,705.5
16,27,1.791759469,2131
19,22,-0.798507696,52352.15
18,70,1.589235205,323.98
15,22,0.875468737,379.86
20,28,1.147402453,225.18
18,69,0.223143551,688.39
21,65,3.688879454,1060.88
21,67,2.240709689,50
15,41,3.295836866,24009.27
18,25,1.85629799,35
17,42,0.741937345,693.45
18,22,0.916290732,1345.44
14,38,4.317488114,164.5
16,25,0.916290732,52.04
16,31,2.772588722,6001.7
21,29,2.890371758,494
19,20,0.916290732,343.65
27,31,1.609437912,1605.71
14,46,1.223775432,507
15,36,3.091042453,502.62
15,29,2.708050201,25
18,56,2.277267285,781.29
30,57,1.840549633,409.25
15,22,2.079441542,3337.61
16,44,3.218875825,110
16,44,2.564949357,86
16,20,0.916290732,93.33
18,42,3.624340933,5651.13
30,62,3.496507561,2103.32
14,56,3.761200116,56
18,44,3.295836866,227.74
13,45,2.995732274,55.44
16,19,1.386294361,125.5
18,46,4.060443011,1590.12
16,21,1.098612289,52
17,28,1.568615918,70.77
17,27,1.945910149,475.89
15,34,0.916290732,411.04
18,33,1.223775432,225.5
14,39,2.079441542,851.72
15,38,3.449987546,29
16,65,3.891820298,28.22
16,55,3.688879454,43
20,50,3.146305132,6303.42
18,21,1.098612289,253.25
19,39,3.737669618,1760.89
17,20,1.386294361,266.36
18,30,1.871802177,196
14,35,3.314186005,37
18,36,3.860729711,1148.4
18,76,3.161246712,4056.95
17,54,2.833213344,388.94
15,41,2.708050201,351.95
18,39,1.704748092,1235.55
10,71,2.351375257,305.72
19,22,0.693147181,968.95
20,79,3.931825633,922.53
18,73,4.624972813,8621.49
17,42,3.258096538,341.68
21,76,3.401197382,54.65
17,31,1.386294361,7.5
16,47,0.470003629,452.45
16,29,1.871802177,1928.46
18,25,1.85629799,489.5
25,71,3.850147602,6601.6
15,26,1.791759469,165.55
10,69,3.401197382,490.32
19,28,1.791759469,51.19
15,53,3.55820113,931.65
16,73,4.564348191,21101.2
14,34,3.218875825,494.85
16,32,2.772588722,492
17,59,3.36729583,839.09
18,33,-0.510825624,81.88
17,46,3.772760938,1235
18,46,3.36729583,188.75
17,57,2.533696814,95.59
16,51,2.128231706,254.1
18,59,4.143134726,70
12,64,4.663439094,243
26,35,2.302585093,79.8
25,33,2.197224577,162.4
18,52,0.405465108,14111.26
18,39,3.091042453,77
21,55,3.044522438,400.97
17,52,3.583518938,430.11
45,69,1.609437912,15
14,31,2.890371758,5468.45
14,42,3.36729583,57.48
19,45,2.442347035,275
15,60,3.317815773,165
15,31,2.140066163,65
15,27,1.871802177,166
16,38,1.749199855,3373
15,69,3.314186005,352.55
20,64,2.302585093,183
34,40,0.048790164,1466.55
18,39,1.887069649,62.9
13,51,4.539030383,594.72
15,49,4.430816799,606.26
15,70,3.258096538,769
21,66,4.234106505,765.45
13,65,3.970291914,99.97
19,36,1.446918983,116
18,72,3.496507561,8377.25
18,62,3.295836866,12855.06
25,85,4.334017415,694.7
18,45,4.248495242,1048.66
14,32,1.740466175,159.28
17,35,2.944438979,325.76
15,25,1.704748092,352.36
15,61,3.778491613,2359.51
16,58,4.166665224,160.47
14,25,1.386294361,1042
18,26,1.504077397,335.66
21,73,3.258096538,3181.74
19,34,3.17805383,207
20,23,0.693147181,10735.99
18,20,1.098612289,45
16,66,3.555348061,949.5
15,28,2.63905733,612.56
20,32,3.258096538,377.84
16,73,3.109060959,21326.68
18,58,3.349904087,598.5
17,59,3.761200116,1963.27
15,30,2.48490665,123.31
18,35,3.295836866,72.18
17,33,2.545531272,48
15,27,3.258096538,324
15,38,2.708050201,60
17,72,4.189654742,5385.53
34,71,3.63758616,1068.12
18,72,3.314186005,3441
38,69,2.772588722,887.11
20,71,3.258096538,3796.78
15,74,4.787491743,6076.53
16,59,3.761200116,497.45
20,61,2.944438979,313.02
10,77,-2.302585093,436.74
17,72,4.430816799,994.38
16,70,4.230476737,5788.41
13,30,3.295836866,173.74
35,74,-0.510825624,944.32
19,29,1.704748092,1724.04
20,69,1.871802177,243.37
16,85,3.555348061,665.85
17,29,2.564949357,585
40,46,1.252762968,777
14,24,1.348073148,287
18,35,2.379546134,4337.98
25,35,1.481604541,141.82
18,42,2.525728644,302.99
12,37,4.17438727,1769.99
17,19,1.098612289,740
21,75,2.1102132,4612.05
15,28,2.533696814,4144.88
22,77,3.514526067,509.76
20,42,3.135494216,40
14,48,3.044522438,3538.4
15,49,4.248495242,3119.29
16,27,1.791759469,212
18,26,2.197224577,563.72
18,74,4.043051268,288.9
20,55,1.974081026,42
20,40,1.658228077,4228.2
16,51,3.583518938,1481.2
16,24,2.602689685,40
16,22,1.658228077,1771.46
18,74,3.135494216,235.4
17,32,2.772588722,825.42
13,47,3.695110004,2607.34
16,44,3.36729583,132.3
17,24,1.722766598,676
15,28,1.791759469,164
16,68,3.970291914,840.2
19,67,4.114963849,1057.3
29,36,1.386294361,90
23,76,2.085672091,968.4
16,26,2.397895273,16.3
15,23,2.197224577,3701.1
16,44,3.135494216,197.5
17,84,2.970414466,500
18,27,2.397895273,521
14,71,4.304065093,2026.09
16,21,0.916290732,33.61
25,29,0.693147181,821.04
14,61,3.583518938,2677.33
17,34,3.113515309,110
21,29,1.32175584,1597
16,45,4.094344562,153
16,39,4.143134726,493
12,35,3.17805383,857.65
25,39,2.708050201,35.3
19,82,2.128231706,9107.66
15,24,2.302585093,36.79
16,23,2.079441542,246
21,74,4.629862799,1123.25
21,68,3.401197382,1780.55
40,81,0.693147181,860.34
16,31,-0.287682072,25
16,31,2.302585093,60
25,79,-2.302585093,159.51
17,34,3.449987546,390.52
15,43,3.772760938,156
16,29,2.63905733,128.04
15,42,3.33220451,270
18,69,1.791759469,272
28,59,2.261763098,105.56
16,39,2.48490665,13662.4
18,48,2.740840024,337.6
15,24,1.791759469,137.41
21,31,1.193922468,184.67
18,74,2.656756907,1418.9
19,38,2.890371758,369
16,39,2.48490665,45
26,58,2.302585093,332.72
30,69,3.688879454,78.93
17,74,0.182321557,91.5
30,66,3.610917913,148
16,38,3.135494216,311
16,67,3.912023005,701.71
16,35,-0.105360516,570.85
16,44,3.590439381,35.42
21,33,2.564949357,447.89
18,64,1.704748092,473.55
16,75,3.988984047,229.97
16,73,3.912023005,3187.73
16,66,3.238678452,24012.68
25,78,3.970291914,2534.57
34,66,-0.510825624,700.77
25,58,-0.798507696,194.5
20,70,3.931825633,184
19,65,3.850147602,309.58
14,61,4.143134726,2959.87
40,58,2.944438979,15
20,39,2.995732274,181.74
17,33,2.833213344,319.2
14,66,2.463853241,43089.14
23,65,1.686398954,469.79
26,56,2.624668592,570.29
17,50,3.526360525,1070.11
15,41,1.740466175,32
20,26,-1.203972804,239
15,69,4.276666119,691.23
29,67,3.465735903,5628.45
17,40,2.803360381,246.24
16,51,3.258096538,5822.19
17,44,-0.798507696,358.99
17,20,0.693147181,1906.08
16,52,4.304065093,145.69
17,43,3.295836866,4204.09
17,49,3.951243719,290.5
18,56,4.430816799,3259.97
18,39,3.044522438,2114.99
18,32,2.014903021,2064.55
21,51,3.433987204,4056.69
15,60,3.828641396,6113.06
16,23,1.722766598,88.5
16,56,2.772588722,183.67
18,37,0.405465108,156
16,36,3.044522438,1999.99
22,75,3.208825489,23
18,39,3.267665989,181
16,57,2.302585093,144.6
17,38,3.091042453,95
23,39,3.526360525,264.68
16,81,2.890371758,3379.39
16,48,3.113515309,205.86
18,38,3.044522438,89.98
15,71,3.583518938,595.09
14,63,2.708050201,5438.32
16,72,3.912023005,572.99
25,71,-1.897119985,839.98
20,75,3.891820298,7350.47
21,50,4.094344562,492
15,55,3.737669618,1154
18,40,3.135494216,14.4
15,34,2.995732274,237.69
15,32,2.890371758,411.85
17,52,4.276666119,703.04
25,51,3.295836866,1271.45
15,38,3.17805383,140
14,35,3.091042453,2826.94
18,34,2.833213344,229
17,27,1.704748092,228
42,56,3.113515309,685
9,21,3.258096538,2734.24
21,28,2.079441542,419
17,25,2.197224577,781.97
15,40,3.258096538,1730.73
16,36,3.737669618,50
16,26,3.091042453,338
15,46,3.583518938,356
18,44,3.295836866,996.15
18,36,1.791759469,1360
13,45,3.719651113,1388.32
15,38,2.63905733,601
17,44,1.909542505,667.12
17,42,3.258096538,1054
16,36,1.147402453,471.73
14,40,3.295836866,1246.85
13,25,2.564949357,2265.51
21,36,2.48490665,12705.75
16,42,3.008154794,19.36
16,41,2.660259537,261.16
15,45,3.657130756,22
14,56,2.660259537,347.67
19,47,3.590439381,262
17,39,3.828641396,238.86
13,19,1.658228077,2060.48
16,53,1.740466175,225.95
15,23,0.182321557,135.99
18,49,3.33220451,3152.99
12,20,2.197224577,275
18,81,3.433987204,2560.01
19,46,3.33220451,2540
13,36,3.17805383,132
17,34,2.890371758,15040.75
20,40,3.449987546,195.7
19,41,2.302585093,989.92
13,69,4.043051268,12703.73
16,46,2.740840024,223.35
15,32,2.890371758,132.83
18,30,2.208274414,127.19
18,37,2.995732274,48
21,35,3.113515309,338
18,39,3.988984047,45
26,46,0.470003629,302.98
17,56,1.945910149,468.35
43,71,3.36729583,895.39
15,74,3.401197382,3897.22
22,67,2.912350665,113
18,39,1.193922468,1377.5
16,27,2.48490665,125.55
16,63,2.708050201,1385.18
22,57,3.555348061,582.37
13,37,3.17805383,1569.5
15,26,2.197224577,1186.38
13,70,3.36729583,29852.07
17,54,3.63758616,162.51
40,80,1.360976553,1777.19
16,70,4.094344562,889.25
20,63,3.091042453,38
18,44,3.701301974,671
18,39,3.091042453,287.3
28,70,1.504077397,725.6
18,80,3.855452654,1866.49
20,66,3.113515309,2472.83
21,52,3.465735903,2582.29
19,77,3.17805383,1349.61
15,25,2.397895273,120
15,33,2.944438979,231
16,33,2.302585093,134
12,72,3.449987546,172.5
20,71,2.890371758,1794.59
19,66,3.360375387,2377.9
25,45,-0.223143551,45
10,27,2.890371758,399.21
12,20,2.197224577,4692.44
16,71,0.693147181,1291.03
13,25,2.564949357,12713.83
15,40,3.218875825,564.88
13,24,1.599387577,759.1
19,39,2.708050201,349
20,32,1.386294361,497
18,71,3.583518938,652.75
10,22,2.564949357,486
19,39,2.351375257,372.87
14,60,3.478158423,679.85
16,40,3.218875825,2962.4
17,36,2.708050201,620.79
26,58,3.496507561,391.86
18,63,3.624340933,193.7
21,33,1.871802177,854
32,59,0.993251773,977.49
28,55,1.481604541,1257.8
12,47,3.701301974,1020.88
16,24,2.197224577,746.92
20,67,3.17805383,122.15
25,74,3.218875825,128.96
23,37,2.708050201,35.25
16,28,2.564949357,547.41
16,72,4.043051268,45980.47
23,74,4.356708827,260
13,53,3.713572067,1219.77
18,50,3.496507561,99
21,63,3.761200116,275.31
12,41,1.704748092,1397.95
24,66,2.140066163,1466.55
29,68,1.887069649,1401.54
16,59,4.119037175,258.07
27,56,2.708050201,1899.61
13,56,3.258096538,615
16,66,3.80666249,633.26
18,60,1.840549633,390.27
18,79,2.197224577,277.04
25,76,3.951243719,1007.2
18,57,-0.510825624,607.79
13,84,4.663439094,731.92
22,63,4.025351691,4975.63
22,24,0.405465108,61.03
21,63,3.737669618,90
15,61,3.850147602,151.07
30,33,0.182321557,1009
17,48,3.36729583,969.95
19,47,1.360976553,969.59
17,19,0.405465108,3404.95
20,58,4.069026754,85
16,51,2.533696814,382.05
15,20,1.280933845,3225
19,43,3.218875825,81
22,71,2.995732274,226.1
21,63,2.844909384,1383.57
21,64,1.098612289,180
12,40,0.300104592,425
19,69,1.704748092,2756.8
20,72,0.182321557,242.95
16,50,3.218875825,2294.35
20,51,1.098612289,784.4
18,50,2.772588722,305
16,20,0,624.55
20,60,2.995732274,5365.18
20,53,3.238678452,150
17,29,1.871802177,221
30,64,2.833213344,9113.05
22,55,3.951243719,1692.84
15,24,2.302585093,3399.65
14,35,2.772588722,40
38,77,1.791759469,1261.43
13,38,0.262364264,33
19,40,1.568615918,4663.18
16,23,2.079441542,125
14,33,2.995732274,2614.5
19,75,2.772588722,217.4
18,47,4.094344562,5064.64
19,61,3.473518043,900.18
15,58,3.784189634,110.88
20,43,1.791759469,14762.08
11,30,1.098612289,50.32
12,30,2.251291799,2350
18,36,2.251291799,142
25,33,1.504077397,138
18,30,1.704748092,4234.22
23,33,0.500775288,681.95
17,38,3.091042453,15559.19
17,28,-0.510825624,105
13,64,2.862200881,250.84
18,28,1.011600912,6807.43
18,49,4.158883083,1093
15,73,3.951243719,1063.1
12,68,2.602689685,8287.14
17,65,2.028148247,1060
18,29,1.791759469,188.9
27,74,4.709530201,4622.61
16,52,4.304065093,57.76
19,62,0.559615788,21622.71
18,76,4.077537444,1031.72
14,39,2.564949357,103.8
28,66,3.663561646,2280.91
18,32,1.32175584,107
12,24,1.871802177,1891.98
18,31,2.397895273,460.62
12,35,3.17805383,250
18,66,3.828641396,4350.27
21,38,2.420368129,70
16,37,2.890371758,90
12,33,3.091042453,380
18,28,2.397895273,785.02
19,28,1.386294361,168.1
22,47,3.951243719,78
16,31,2.772588722,28
16,30,2.014903021,446
19,29,1.386294361,666.75
15,65,0.936093359,3075
18,40,0.300104592,204.18
19,42,0.559615788,9332.23
22,68,3.020424886,10328.85
12,30,2.602689685,223.6
27,55,3.079613758,1421.63
17,81,1.470175845,29126.9
11,24,3.198673118,1001.9
13,42,3.737669618,5091.97
16,37,0.405465108,664.9
18,41,3.540959324,1905.45
18,54,3.32323584,540
10,61,0.405465108,668.5
25,66,2.656756907,10247.36
22,48,2.351375257,1253
21,39,2.251291799,579
15,29,-1.609437912,1295.9
14,25,1.704748092,280
16,33,2.602689685,674
17,34,2.833213344,248.09
19,32,0.405465108,439.98
16,35,1.945910149,125
18,78,3.828641396,11278.25
28,58,0.336472237,191
15,63,3.17805383,6218.11
17,61,2.374905755,3491.69
14,55,3.737669618,2497
20,44,2.545531272,511.49
20,70,1.335001067,587.2
18,29,2.48490665,45
19,33,1.658228077,138.9
19,25,0.048790164,35
25,36,2.48490665,190
28,66,3.63758616,3160.08
19,69,3.526360525,5258.16
23,69,2.446685437,2469.12
21,48,3.465735903,5416.13
20,43,2.890371758,1482.6
30,70,2.63905733,730.01
21,65,3.855452654,6260.03
19,65,2.708050201,2264.12
16,58,4.143134726,14069.66
21,57,4.276666119,3379.43
18,78,3.208825489,1325.79
21,57,1.713797928,2042.4
39,81,3.761200116,7535.4
16,23,1.568615918,766.74
16,43,4.069026754,706
16,28,-1.049822124,83
16,40,2.708050201,360
17,68,3.526360525,174.8
17,62,3.828641396,1803.22
20,41,3.314186005,2040.65
16,59,3.784189634,1225.04
16,34,2.944438979,145
15,39,4.094344562,299.7
18,63,2.912350665,45149.1
13,39,2.602689685,1242.79
15,60,3.828641396,191.05
30,60,2.047692843,152.89
15,52,1.658228077,3244.47
16,51,2.985681938,1752.09
15,57,2.564949357,769.32
21,68,3.17805383,175095.97
17,21,0.916290732,242
20,44,3.218875825,2094
18,44,2.602689685,9617.11
20,27,0.875468737,431.66
35,52,2.890371758,1441.79
16,38,2.442347035,125
13,30,-0.105360516,578
19,37,1.832581464,3693
18,72,3.860729711,8971.24
13,33,2.890371758,3548.4
13,20,2.079441542,335
17,34,2.197224577,2308
18,36,2.944438979,1318
16,30,1.658228077,592.59
20,48,2.995732274,1705.12
30,71,2.197224577,29062.95
32,74,3.701301974,1120.01
12,72,4.682131227,1487.7
18,74,4.043051268,236.8
17,58,3.737669618,74
28,61,1.32175584,1608.89
16,73,3.850147602,1022.82
13,67,4.007333185,13450.36
16,82,2.054123734,3561.57
14,27,-0.287682072,2179.7
15,24,2.302585093,270
25,27,-0.510825624,624.96
22,26,0.223143551,153.95
22,60,2.602689685,175.95
24,59,-0.693147181,1299.85
15,22,2.079441542,40
34,74,3.624340933,1861.65
16,60,3.784189634,660.71
16,58,3.020424886,235
18,72,2.151762203,788.26
14,76,4.143134726,22317.09
14,72,4.077537444,1936
14,28,2.708050201,225
16,55,3.17805383,467.95
15,59,3.238678452,996
16,31,2.772588722,215
18,76,4.077537444,8386.99
23,79,2.1690537,10344.19
35,79,1.193922468,5410.92
16,23,1.348073148,1397.5
16,37,3.496507561,1372
16,21,1.791759469,3497.88
16,65,4.317488114,31.56
16,67,4.356708827,376.07
23,29,1.252762968,287.15
18,61,2.58021683,764.01
16,59,3.091042453,16187.57
16,68,4.356708827,1222.07
16,30,2.708050201,88
12,67,3.17805383,788.39
21,60,3.688879454,2613.65
16,25,0,115
18,56,3.295836866,5859.43
18,52,3.267665989,1732.71
17,23,0.336472237,46.95
16,54,4.584967479,1880.91
16,50,2.621038824,1046.49
14,23,2.302585093,36
18,36,1.252762968,123.88
16,24,2.197224577,92
18,32,1.098612289,2866.88
16,27,1.791759469,701.6
16,38,3.135494216,64.49
13,32,2.302585093,14629.55
20,25,0.741937345,36.48
17,24,0.875468737,1753.29
12,27,2.772588722,50
40,56,0.530628251,416
26,30,1.609437912,220.42
14,65,3.17805383,609.79
30,54,0.223143551,4110.15
17,53,2.406945108,805.08
18,24,1.252762968,1636.27
14,40,3.518980417,488
14,59,3.135494216,28963.93
29,61,1.887069649,726.82
16,66,3.871201011,30646.49
16,56,3.218875825,164
17,57,1.791759469,492.14
15,33,1.558144618,156
15,28,2.63905733,52.89
26,35,-0.693147181,237
18,24,1.945910149,45
18,53,3.839452313,16527.08
16,75,3.80666249,22934.75
14,56,5.013963084,1715.46
31,50,3.912023005,1551.55
48,77,3.401197382,14325.94
17,70,3.988984047,20602.59
16,52,2.48490665,427.74
16,52,4.016383021,569.21
13,21,2.197224577,197.5
16,31,1.609437912,123
15,29,2.708050201,211.97
16,25,2.302585093,497.16
13,27,2.708050201,3125.96
17,35,3.349904087,77
16,75,3.80666249,2775.69
20,82,1.504077397,785.9
16,25,2.014903021,1036.3
20,63,3.496507561,117
17,33,1.386294361,294
33,68,-1.203972804,835.12
18,72,1.32175584,1423.5
14,41,3.258096538,250
19,38,0.993251773,150
16,58,3.590439381,1033.25
17,31,0.810930216,132
17,23,0.182321557,2056
16,27,-0.287682072,53.21
25,39,2.014903021,618
16,45,2.708050201,2115.91
18,45,3.218875825,363.66
18,36,3.16758253,8220.84
15,54,4.094344562,562.06
18,54,2.197224577,11865.17
